# sim_battery4.R  run on 2026-09-07 13:29
# n_reps: main cells 500, growing-p cells 300, boundary-sequence cells 500; cores 12; total 84.7 min
# ctmle package available: TRUE
# cell P2 omits the full-set arm (201-parameter logistic refit on 400 training observations is degenerate).
# Boundary-sequence cells run the reduced arm set oracle/full/out_thr/out_bic/oal_fix/oads_thr/oads_bic/bch (+ oracle_ols, ols_oadsthr).
# se_emp = empirical variance of AIPW pseudo-observations (the estimator used for Table 1 of the previous version, sim_battery3.R);
# se_stk = stacked sandwich (B.1) of Lemma A4. Coverage of nominal 95 percent Wald intervals. mcse = Monte Carlo SE.
"cell","design","n","p","arm","measure","value","mcse","minutes","arm_label"
"I","I (n=500,p=20)",500,20,"bch","rmse",0.327165305525995,NA,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","mean_se_emp",0.30999102771288,0.00201847036949933,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","mean_se_stk",0.353827426221522,0.00228422730619843,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","se_ratio_emp",0.946616842515228,NA,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","se_ratio_stk",1.08047966251248,NA,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","cov_emp",0.942,0.0104533248299285,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","cov_stk",0.976,0.00684455988358638,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","width_emp",1.21516482863449,NA,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","width_stk",1.38700351078837,NA,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","cov_w1_stk",0.994,NA,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","cov_w2_stk",1,NA,1.41735934813817,"BCH double selection + AIPW"
"I","I (n=500,p=20)",500,20,"bch","width_w1_stk",2.09465836323141,NA,1.41735934813817,"BCH double selection + AIPW"
