"arm","seed","fold","pilot","ps_nonconv","ps_boundary","ps_rankdef","out_rankdef","ginv","ntrim","d","dpsi_maxit","dcorr_maxit","est_check","d_est","d_se_emp","d_se_stk","cov_flip","cell","design","n","p"
"oal_fix",808009,1,"ols",0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808009,2,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808009,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808009,3,"ols",0,0,0,0,0,0,16,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808009,4,"ols",0,0,0,0,0,0,8,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808009,5,"ols",0,0,0,0,0,3,13,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808009,2,"ols",0,0,0,0,0,0,10,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808009,1,"ols",0,0,0,0,0,0,12,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808009,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808009,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808009,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808009,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808009,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808009,5,"ols",0,0,0,0,0,1,15,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808009,2,"ols",0,0,0,0,0,0,13,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808009,4,"ols",0,0,0,0,0,0,10,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808009,1,"ols",0,0,0,0,0,0,13,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808009,3,"ols",0,0,0,0,0,0,16,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808009,5,"ols",0,0,0,0,0,3,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808009,3,"ols",0,0,0,0,0,0,9,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808009,4,"ols",0,0,0,0,0,1,8,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808009,1,"ols",0,0,0,0,0,0,8,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808009,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808009,2,"ols",0,0,0,0,0,0,15,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808009,3,"ols",0,0,0,0,0,0,17,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808009,4,"ols",0,0,0,0,0,1,13,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808009,1,"ols",0,0,0,0,0,1,15,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808009,5,"ols",0,0,0,0,0,4,16,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808010,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808010,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808010,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808010,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808010,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808010,4,"ols",0,0,0,0,0,3,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808010,5,"ols",0,0,0,0,0,6,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808010,2,"ols",0,0,0,0,0,7,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808010,3,"ols",0,0,0,0,0,8,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808010,1,"ols",0,0,0,0,0,4,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808010,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808010,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808010,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808010,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808010,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808010,2,"ols",0,0,0,0,0,0,17,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808010,1,"ols",0,0,0,0,0,0,9,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808010,5,"ols",0,0,0,0,0,0,9,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808010,3,"ols",0,0,0,0,0,9,12,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808010,4,"ols",0,0,0,0,0,0,11,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808010,5,"ols",0,0,0,0,0,0,6,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808010,4,"ols",0,0,0,0,0,0,6,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808010,1,"ols",0,0,0,0,0,0,6,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808010,2,"ols",0,0,0,0,0,0,6,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808010,3,"ols",0,0,0,0,0,0,6,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808010,3,"ols",0,0,0,0,0,7,12,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808010,4,"ols",0,0,0,0,0,1,13,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808010,5,"ols",0,0,0,0,0,0,9,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808010,2,"ols",0,0,0,0,0,0,15,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808010,1,"ols",0,0,0,0,0,0,10,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808010,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808010,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808010,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808010,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808010,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808010,5,"ols",0,0,0,0,0,0,9,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808010,2,"ols",0,0,0,0,0,0,17,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808010,4,"ols",0,0,0,0,0,0,11,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808010,1,"ols",0,0,0,0,0,0,9,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808010,3,"ols",0,0,0,0,0,9,12,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808010,5,"ols",0,0,0,0,0,4,11,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808010,3,"ols",0,0,0,0,0,9,10,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808010,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808010,1,"ols",0,0,0,0,0,3,9,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808010,2,"ols",0,0,0,0,0,7,11,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808010,2,"ols",0,0,0,0,0,7,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808010,3,"ols",0,0,0,0,0,8,14,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808010,4,"ols",0,0,0,0,0,1,13,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808010,1,"ols",0,0,0,0,0,2,13,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808010,5,"ols",0,0,0,0,0,6,14,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808011,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808011,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808011,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808011,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808011,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808011,4,"ols",0,0,0,0,0,2,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808011,5,"ols",0,0,0,0,0,2,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808011,2,"ols",0,0,0,0,0,0,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808011,3,"ols",0,0,0,0,0,9,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808011,1,"ols",0,0,0,0,0,2,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808011,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808011,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808011,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808011,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808011,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808011,2,"ols",0,0,0,0,0,0,15,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808011,1,"ols",0,0,0,0,0,0,17,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808011,5,"ols",0,0,0,0,0,2,16,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808011,3,"ols",0,0,0,0,0,0,14,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808011,4,"ols",0,0,0,0,0,0,14,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808011,5,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808011,4,"ols",0,0,0,0,0,0,6,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808011,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808011,2,"ols",0,0,0,0,0,0,6,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808011,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808011,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808011,4,"ols",0,0,0,0,0,1,13,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808011,5,"ols",0,0,0,0,0,2,18,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808011,2,"ols",0,0,0,0,0,0,16,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808011,1,"ols",0,0,0,0,0,0,14,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808011,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808011,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808011,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808011,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808011,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808011,5,"ols",0,0,0,0,0,2,16,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808011,2,"ols",0,0,0,0,0,0,15,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808011,4,"ols",0,0,0,0,0,0,14,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808011,1,"ols",0,0,0,0,0,0,17,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808011,3,"ols",0,0,0,0,0,0,14,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808011,5,"ols",0,0,0,0,0,2,11,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808011,3,"ols",0,0,0,0,0,9,12,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808011,4,"ols",0,0,0,0,0,1,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808011,1,"ols",0,0,0,0,0,3,15,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808011,2,"ols",0,0,0,0,0,0,10,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808011,2,"ols",0,0,0,0,0,0,17,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808011,3,"ols",0,0,0,0,0,9,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808011,4,"ols",0,0,0,0,0,1,15,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808011,1,"ols",0,0,0,0,0,2,20,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808011,5,"ols",0,0,0,0,0,2,16,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808012,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808012,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808012,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808012,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808012,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808012,4,"ols",0,0,0,0,0,0,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808012,5,"ols",0,0,0,0,0,1,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808012,2,"ols",0,0,0,0,0,5,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808012,3,"ols",0,0,0,0,0,0,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"full",808012,1,"ols",0,0,0,0,0,3,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808012,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808012,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808012,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808012,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_thr",808012,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808012,2,"ols",0,0,0,0,0,6,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808012,1,"ols",0,0,0,0,0,2,18,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808012,5,"ols",0,0,0,0,0,1,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808012,3,"ols",0,0,0,0,0,0,18,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"out_bic",808012,4,"ols",0,0,0,0,0,0,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808012,5,"ols",0,0,0,0,0,0,6,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808012,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808012,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808012,2,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_fix",808012,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808012,3,"ols",0,0,0,0,0,0,15,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808012,4,"ols",0,0,0,0,0,0,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808012,5,"ols",0,0,0,0,0,1,20,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808012,2,"ols",0,0,0,0,0,5,13,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oal_wamd",808012,1,"ols",0,0,0,0,0,3,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808012,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808012,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808012,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808012,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_thr",808012,4,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808012,5,"ols",0,0,0,0,0,1,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808012,2,"ols",0,0,0,0,0,6,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808012,4,"ols",0,0,0,0,0,0,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808012,1,"ols",0,0,0,0,0,2,18,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oads_bic",808012,3,"ols",0,0,0,0,0,0,18,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808012,5,"ols",0,0,0,0,0,1,9,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808012,3,"ols",0,0,0,0,0,2,11,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808012,4,"ols",0,0,0,0,0,0,10,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808012,1,"ols",0,0,0,0,0,2,12,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"trt_bic",808012,2,"ols",0,0,0,0,0,2,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808012,2,"ols",0,0,0,0,0,6,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808012,3,"ols",0,0,0,0,0,0,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808012,4,"ols",0,0,0,0,0,0,21,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808012,1,"ols",0,0,0,0,0,3,19,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"bch",808012,5,"ols",0,0,0,0,0,1,20,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808013,1,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808013,5,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808013,2,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
"oracle",808013,3,"ols",0,0,0,0,0,0,7,NA,NA,0,0,0,0,0,"Bd","Bd (bounded Rademacher, n=500,p=20)",500,20
