"arm","seed","fold","pilot","ps_nonconv","ps_boundary","ps_rankdef","out_rankdef","ginv","ntrim","d","dpsi_maxit","dcorr_maxit","est_check","d_est","d_se_emp","d_se_stk","cov_flip","cell","design","n","p"
"bch",803006,5,"ols",0,0,0,0,0,85,16,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803007,1,"ols",0,0,0,0,0,18,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803007,5,"ols",0,0,0,0,0,21,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803007,2,"ols",0,0,0,0,0,28,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803007,3,"ols",0,0,0,0,0,21,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803007,4,"ols",0,0,0,0,0,11,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803007,4,"ols",0,0,0,0,0,97,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803007,5,"ols",0,0,0,0,0,139,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803007,2,"ols",0,0,0,0,0,91,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803007,3,"ols",0,0,0,0,0,102,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803007,1,"ols",0,0,0,0,0,86,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803007,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803007,5,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803007,2,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803007,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803007,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803007,2,"ols",0,0,0,0,0,46,19,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803007,1,"ols",0,0,0,0,0,88,19,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803007,5,"ols",0,0,0,0,0,67,16,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803007,3,"ols",0,0,0,0,0,55,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803007,4,"ols",0,0,0,0,0,97,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803007,5,"ols",0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803007,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803007,1,"ols",0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803007,2,"ols",0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803007,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803007,3,"ols",0,0,0,0,0,103,12,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803007,4,"ols",0,0,0,0,0,97,20,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803007,5,"ols",0,0,0,0,0,137,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803007,2,"ols",0,0,0,0,0,45,14,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803007,1,"ols",0,0,0,0,0,84,13,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803007,2,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803007,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803007,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803007,5,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803007,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803007,5,"ols",0,0,0,0,0,67,16,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803007,2,"ols",0,0,0,0,0,46,19,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803007,4,"ols",0,0,0,0,0,97,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803007,1,"ols",0,0,0,0,0,88,19,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803007,3,"ols",0,0,0,0,0,55,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803007,5,"ols",0,0,0,0,0,140,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803007,3,"ols",0,0,0,0,0,104,13,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803007,4,"ols",0,0,0,0,0,96,12,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803007,1,"ols",0,0,0,0,0,85,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803007,2,"ols",0,0,0,0,0,92,9,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803007,2,"ols",0,0,0,0,0,93,20,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803007,3,"ols",0,0,0,0,0,104,19,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803007,4,"ols",0,0,0,0,0,97,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803007,1,"ols",0,0,0,0,0,88,19,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803007,5,"ols",0,0,0,0,0,139,18,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803008,1,"ols",0,0,0,0,0,12,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803008,5,"ols",0,0,0,0,0,15,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803008,2,"ols",0,0,0,0,0,14,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803008,3,"ols",0,0,0,0,0,15,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803008,4,"ols",0,0,0,0,0,11,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803008,4,"ols",0,0,0,0,0,104,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803008,5,"ols",0,0,0,0,0,106,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803008,2,"ols",0,0,0,0,0,101,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803008,3,"ols",0,0,0,0,0,103,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803008,1,"ols",0,0,0,0,0,93,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803008,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803008,5,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803008,2,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803008,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803008,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803008,2,"ols",0,0,0,0,0,16,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803008,1,"ols",0,0,0,0,0,11,14,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803008,5,"ols",0,0,0,0,0,17,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803008,3,"ols",0,0,0,0,0,102,17,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803008,4,"ols",0,0,0,0,0,40,16,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803008,5,"ols",0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803008,4,"ols",0,0,0,0,0,0,3,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803008,1,"ols",0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803008,2,"ols",0,0,0,0,0,0,3,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803008,3,"ols",0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803008,3,"ols",0,0,0,0,0,103,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803008,4,"ols",0,0,0,0,0,106,14,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803008,5,"ols",0,0,0,0,0,42,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803008,2,"ols",0,0,0,0,0,101,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803008,1,"ols",0,0,0,0,0,93,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803008,2,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803008,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803008,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803008,5,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803008,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803008,5,"ols",0,0,0,0,0,17,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803008,2,"ols",0,0,0,0,0,16,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803008,4,"ols",0,0,0,0,0,40,16,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803008,1,"ols",0,0,0,0,0,11,14,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803008,3,"ols",0,0,0,0,0,102,17,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803008,5,"ols",0,0,0,0,0,103,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803008,3,"ols",0,0,0,0,0,102,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803008,4,"ols",0,0,0,0,0,100,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803008,1,"ols",0,0,0,0,0,91,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803008,2,"ols",0,0,0,0,0,104,9,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803008,2,"ols",0,0,0,0,0,103,17,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803008,3,"ols",0,0,0,0,0,102,17,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803008,4,"ols",0,0,0,0,0,104,18,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803008,1,"ols",0,0,0,0,0,93,16,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803008,5,"ols",0,0,0,0,0,104,13,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803009,1,"ols",0,0,0,0,0,17,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803009,5,"ols",0,0,0,0,0,13,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803009,2,"ols",0,0,0,0,0,10,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803009,3,"ols",0,0,0,0,0,18,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803009,4,"ols",0,0,0,0,0,10,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803009,4,"ols",0,0,0,0,0,78,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803009,5,"ols",0,0,0,0,0,87,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803009,2,"ols",0,0,0,0,0,93,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803009,3,"ols",0,0,0,0,0,74,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803009,1,"ols",0,0,0,0,0,79,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803009,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803009,5,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803009,2,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803009,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803009,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803009,2,"ols",0,0,0,0,0,7,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803009,1,"ols",0,0,0,0,0,26,14,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803009,5,"ols",0,0,0,0,0,15,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803009,3,"ols",0,0,0,0,0,12,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803009,4,"ols",0,0,0,0,0,78,19,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803009,5,"ols",0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803009,4,"ols",0,0,0,0,0,0,3,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803009,1,"ols",0,0,0,0,0,0,3,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803009,2,"ols",0,0,0,0,0,0,3,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803009,3,"ols",0,0,0,0,0,2,4,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803009,3,"ols",0,0,0,0,0,33,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803009,4,"ols",0,0,0,0,0,78,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803009,5,"ols",0,0,0,0,0,35,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803009,2,"ols",0,0,0,0,0,8,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803009,1,"ols",0,0,0,0,0,26,13,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803009,2,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803009,3,"ols",0,0,0,0,0,2,6,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803009,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803009,5,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803009,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803009,5,"ols",0,0,0,0,0,15,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803009,2,"ols",0,0,0,0,0,7,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803009,4,"ols",0,0,0,0,0,78,19,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803009,1,"ols",0,0,0,0,0,26,14,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803009,3,"ols",0,0,0,0,0,12,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803009,5,"ols",0,0,0,0,0,84,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803009,3,"ols",0,0,0,0,0,81,9,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803009,4,"ols",0,0,0,0,0,76,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803009,1,"ols",0,0,0,0,0,80,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803009,2,"ols",0,0,0,0,0,92,12,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803009,2,"ols",0,0,0,0,0,91,17,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803009,3,"ols",0,0,0,0,0,79,12,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803009,4,"ols",0,0,0,0,0,78,19,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803009,1,"ols",0,0,0,0,0,81,16,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803009,5,"ols",0,0,0,0,0,84,11,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803010,1,"ols",0,0,0,0,0,5,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803010,5,"ols",0,0,0,0,0,9,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803010,2,"ols",0,0,0,0,0,15,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803010,3,"ols",0,0,0,0,0,10,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oracle",803010,4,"ols",0,0,0,0,0,12,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803010,4,"ols",0,0,0,0,0,92,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803010,5,"ols",0,0,0,0,0,98,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803010,2,"ols",0,0,0,0,0,89,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803010,3,"ols",0,0,0,0,0,88,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"full",803010,1,"ols",0,0,0,0,0,80,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803010,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803010,5,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803010,2,"ols",0,0,0,0,0,1,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803010,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_thr",803010,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803010,2,"ols",0,0,0,0,0,2,11,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803010,1,"ols",0,0,0,0,0,38,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803010,5,"ols",0,0,0,0,0,44,14,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803010,3,"ols",0,0,0,0,0,45,13,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"out_bic",803010,4,"ols",0,0,0,0,0,26,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803010,5,"ols",0,0,0,0,0,0,3,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803010,4,"ols",0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803010,1,"ols",0,0,0,0,0,0,3,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803010,2,"ols",0,0,0,0,0,1,3,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_fix",803010,3,"ols",0,0,0,0,0,0,3,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803010,3,"ols",0,0,0,0,0,86,12,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803010,4,"ols",0,0,0,0,0,92,21,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803010,5,"ols",0,0,0,0,0,97,12,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803010,2,"ols",0,0,0,0,0,81,16,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oal_wamd",803010,1,"ols",0,0,0,0,0,38,11,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803010,2,"ols",0,0,0,0,0,1,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803010,3,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803010,1,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803010,5,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_thr",803010,4,"ols",0,0,0,0,0,0,5,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803010,5,"ols",0,0,0,0,0,44,14,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803010,2,"ols",0,0,0,0,0,2,11,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803010,4,"ols",0,0,0,0,0,26,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803010,1,"ols",0,0,0,0,0,38,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"oads_bic",803010,3,"ols",0,0,0,0,0,45,13,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803010,5,"ols",0,0,0,0,0,97,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803010,3,"ols",0,0,0,0,0,84,7,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803010,4,"ols",0,0,0,0,0,89,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803010,1,"ols",0,0,0,0,0,77,10,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"trt_bic",803010,2,"ols",0,0,0,0,0,80,8,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803010,2,"ols",0,0,0,0,0,84,15,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
"bch",803010,3,"ols",0,0,0,0,0,88,14,NA,NA,0,0,0,0,0,"III","III (n=2000,p=20, local boundary)",2000,20
